# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 152K of event 'cycles'
# Event count (approx.): 554455153411
#
# Children      Self  Symbol                                          IPC   [IPC Coverage]
# ........  ........  ..............................................  ....................
#
     0.00%     0.00%  [.] 0xbcfce8b4621d9fc5                          -      -            
     0.00%     0.00%  [.] 0xed5a2cb1e615ef3d                          -      -            
     0.00%     0.00%  [.] 0x6749fc953e08991a                          -      -            
     0.00%     0.00%  [.] 0x113ad9710c999ef2                          -      -            
     0.00%     0.00%  [.] 0xd3126fb40c7fa6c9                          -      -            
     0.00%     0.00%  [.] 0xce690e109bbbe969                          -      -            
     0.00%     0.00%  [.] 0xd43bbbee099069fa                          -      -            
     0.00%     0.00%  [.] 0xf16c9921e21816b8                          -      -            
     0.00%     0.00%  [.] 0x21de50974f7838e7                          -      -            
     0.00%     0.00%  [.] 0x448ed98617bd9eaa                          -      -            
     0.00%     0.00%  [.] 0x14ee02c2afc907ac                          -      -            
     0.00%     0.00%  [.] 0x139db23776b49a31                          -      -            
     0.00%     0.00%  [.] 0x0f7bf8f9789842b4                          -      -            
     0.00%     0.00%  [.] 0xb4470dc6f50e5853                          -      -            
     0.00%     0.00%  [.] 0x8c8e8c0990dcf016                          -      -            
     0.00%     0.00%  [.] 0x1f5ec1f6b98f6bd6                          -      -            
     0.00%     0.00%  [.] 0x28ea37a54b136185                          -      -            
     0.00%     0.00%  [.] 0xc2b4de0ac99c161f                          -      -            
     0.00%     0.00%  [.] 0xc4fb74b036c1d300                          -      -            
     0.00%     0.00%  [.] 0x1bef5b1594597bb2                          -      -            
     0.00%     0.00%  [.] 0x239d8e14ab67fd90                          -      -            
     0.00%     0.00%  [.] 0x5705e6fd9095df22                          -      -            
     0.00%     0.00%  [.] 0x8e7a00e0f35ea02b                          -      -            
     0.00%     0.00%  [.] 0x0000000000000020                          -      -            
     0.00%     0.00%  [.] 0x24a31ff838dc8035                          -      -            
     0.00%     0.00%  [.] 0x81c8fe7f3157dc0c                          -      -            
     0.00%     0.00%  [.] 0x6ba18b7b62bce86f                          -      -            
     0.00%     0.00%  [.] 0x958b3d057ece6aeb                          -      -            
     0.00%     0.00%  [.] 0x00000000059a7cd0                          -      -            
     0.00%     0.00%  [.] 0x2146845060f3efa4                          -      -            
     0.00%     0.00%  [.] ossl_param_build_set_int                    -      -            
     0.00%     0.00%  [.] 0xe40bdb3e8eaf6dfb                          -      -            
     0.00%     0.00%  [.] 0xa799f5e969ea0232                          -      -            
     0.00%     0.00%  [.] 0x5a2d2a8c9d180d26                          -      -            
     0.00%     0.00%  [.] 0xc2cb4828b80dca49                          -      -            
     0.00%     0.00%  [.] 0xe15ebf2d7fe2337e                          -      -            
     0.00%     0.00%  [.] 0x44851dc9721b72a3                          -      -            
     0.00%     0.00%  [.] 0x1ac8d223f6823387                          -      -            
     0.00%     0.00%  [.] 0xd071244c583fdb4b                          -      -            
     0.00%     0.00%  [.] 0x0897cfcdc436d53f                          -      -            
     0.00%     0.00%  [.] 0x34303db812baca3b                          -      -            
     0.00%     0.00%  [.] 0x00000000059a5d40                          -      -            
     0.00%     0.00%  [.] 0x4cf4865c928f738b                          -      -            
     0.00%     0.00%  [.] 0xeaac472fc9ab2235                          -      -            
     0.00%     0.00%  [.] 0x43bab669edb19de2                          -      -            
     0.00%     0.00%  [.] 0x6bfc919b00f985d1                          -      -            
     0.00%     0.00%  [.] 0xa800a10dea08ebfb                          -      -            
     0.00%     0.00%  [.] 0x1c2d520da9c7e6d1                          -      -            
     0.00%     0.00%  [.] 0xc38509119c8ff0b7                          -      -            
     0.00%     0.00%  [.] 0xc3ab396609911f2f                          -      -            
     0.00%     0.00%  [.] 0x9d75a90f4abf2e32                          -      -            
     0.00%     0.00%  [.] 0x35468296a6994fbe                          -      -            
     0.00%     0.00%  [.] 0x50c0e05467885d52                          -      -            
     0.00%     0.00%  [.] 0x8c0a080a490f19c0                          -      -            
     0.00%     0.00%  [.] 0x8459d2169e54cb52                          -      -            
     0.00%     0.00%  [.] 0x4542fe323679b948                          -      -            
     0.00%     0.00%  [.] 0x49be46a7bfd7f202                          -      -            
     0.00%     0.00%  [.] 0xea402580847e99e0                          -      -            
     0.00%     0.00%  [.] 0xea6debfcd03f066e                          -      -            
     0.00%     0.00%  [.] 0xa33b3ae12aafb251                          -      -            
     0.00%     0.00%  [.] 0x32b62a78c846cf34                          -      -            
     0.00%     0.00%  [.] 0x9b1eca649c9b5563                          -      -            
     0.00%     0.00%  [.] 0x9fbdb905e05fa33f                          -      -            
     0.00%     0.00%  [.] 0x1d2f24c25ba142c0                          -      -            
     0.00%     0.00%  [.] 0x50c07462bc7779b8                          -      -            
     0.00%     0.00%  [.] 0x4ba0325e4d158f75                          -      -            
     0.00%     0.00%  [.] 0x47fb14835506d4dd                          -      -            
     0.00%     0.00%  [.] 0x94fb062e4bf3ac9b                          -      -            
     0.00%     0.00%  [.] 0xbc6caed9cd66ad9b                          -      -            
     0.00%     0.00%  [.] 0xdef254439bb20916                          -      -            
     0.00%     0.00%  [.] 0x518da81f233300e7                          -      -            
     0.00%     0.00%  [.] 0xd6fcebd8aacb96d7                          -      -            
     0.00%     0.00%  [.] 0xcf2eb17c4d96818b                          -      -            
     0.00%     0.00%  [.] 0x9ca597f0f92a23f7                          -      -            
     0.00%     0.00%  [.] 0xb427eb8f36f6e74a                          -      -            
     0.00%     0.00%  [.] 0x185a51d373467948                          -      -            
     0.00%     0.00%  [.] 0x95d732f2196597cc                          -      -            
     0.00%     0.00%  [.] 0x19ac8532e951d76e                          -      -            
     0.00%     0.00%  [.] 0x0c5a6add197d2150                          -      -            
     0.00%     0.00%  [.] 0xa738c8a4ac95f6c7                          -      -            
     0.00%     0.00%  [.] 0x55aadc0d5e67961a                          -      -            
     0.00%     0.00%  [.] 0xb190425dce2b41a2                          -      -            
     0.00%     0.00%  [.] 0x47a9c18084be9fd4                          -      -            
     0.00%     0.00%  [.] 0xa4b4fe2dbd8fe7bd                          -      -            
     0.00%     0.00%  [.] 0xe1129422fa61d4ed                          -      -            
     0.00%     0.00%  [.] 0x3823fca76171c0fb                          -      -            
     0.00%     0.00%  [.] 0x74d19b711b7830ed                          -      -            
     0.00%     0.00%  [.] 0x761451336a8f9ffd                          -      -            
     0.00%     0.00%  [.] 0xf09fb78cc16f1d92                          -      -            
     0.00%     0.00%  [.] 0x5edf0c95f0c800c7                          -      -            
     0.00%     0.00%  [.] 0x7ac549150a6c74a0                          -      -            
     0.00%     0.00%  [.] 0x51e1f5a1df436e35                          -      -            
     0.00%     0.00%  [.] 0x698597994d2e5370                          -      -            
     0.00%     0.00%  [.] 0x23fc19bbd85e10f0                          -      -            
     0.00%     0.00%  [.] 0x77e38a098ed9057e                          -      -            
